"","lot","supplier","line","grower","dd","port","week","vessel","origin","ca","plastic","brand","pd","days","maxgrade","CR","CRC","CD","CDC","bio","wk","week_date","CR_avg","maxgrade_avg","degreedays","t_max_avg_wk","t_min_avg_wk","rhum_avg_wk","t_avg_mean","prcp_sum_wk","degreedays_wk","crs","crc"
"74",16174,"VDCHIRA","Hamburg Sud","5456",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-08,26,46,0,0,0,0,"1","01",2016-01-03,0.00196078431372549,44.7,1049.3,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"75",16181,"APPBOSA","Hamburg Sud","3226",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-06,28,47,0.032258064516129,0.010752688172043,0,0,"1","01",2016-01-03,0.00496715087862875,45,1042.55,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"76",16182,"APPBOSA","Hamburg Sud","3724",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-07,27,44,0,0,0,0,"1","01",2016-01-03,0.00496715087862875,45,1045.35,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"77",16183,"APPBOSA","Hamburg Sud","3718",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-07,27,44,0,0,0,0,"1","01",2016-01-03,0.00496715087862875,45,1045.35,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"78",16184,"APPBOSA","Hamburg Sud","3817",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-07,27,44,0,0,0,0,"1","01",2016-01-03,0.00496715087862875,45,1045.35,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"79",16185,"APPBOSA","Hamburg Sud","1708",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","EKOKE FT",2016-01-06,28,46,0,0,0.01,0,"1","01",2016-01-03,0.00496715087862875,45,1042.55,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"80",16186,"APPBOSA","Hamburg Sud","3114",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-04,30,47,0,0,0,0,"1","01",2016-01-03,0.00496715087862875,45,1035.55,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"81",16187,"APPBOSA","Hamburg Sud","1905",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-06,28,45,0,0,0.03,0.01,"1","01",2016-01-03,0.00496715087862875,45,1042.55,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"82",16223,"VDCHIRA","Hamburg Sud","1582",2016-02-03,"Barendrecht (NL)",1,"Chopin","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-08,26,44,0,0,0,0,"1","01",2016-01-03,0.00196078431372549,44.7,1049.3,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"83",16233,"APPBOSA","Seatrade Group N.V.","1108",2016-02-05,"Barendrecht (NL)",1,"Nederland Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-07,29,44,0,0,0,0,"1","01",2016-01-03,0.00496715087862875,45,1045.35,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"84",15609,"VDCHIRA","Maersk Line A/S","347",2016-02-08,"Barendrecht (NL)",2,"Maersk Nimes","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-11,28,44,0,0,0,0,"1","02",2016-01-10,0,44.625,1057.85,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"85",16024,"VDCHIRA","Maersk Line A/S","2003",2016-02-08,"Barendrecht (NL)",2,"Maersk Nimes","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-12,27,47,0,0,0,0,"1","02",2016-01-10,0,44.625,1061.05,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"86",16230,"APPBOSA","Maersk Line A/S","3620",2016-02-08,"Barendrecht (NL)",1,"Maersk Nimes","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-10,29,46,0,0,0,0,"1","01",2016-01-10,0,45.5,1054.05,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1061.22173913044,0.120536680255323,0.992708874098054
"87",16231,"APPBOSA","Maersk Line A/S","4109",2016-02-08,"Barendrecht (NL)",1,"Maersk Nimes","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-10,29,48,0,0,0,0,"1","01",2016-01-10,0,45.5,1054.05,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1061.22173913044,0.120536680255323,0.992708874098054
"88",16232,"APPBOSA","Seatrade Group N.V.","1310",2016-02-08,"Barendrecht (NL)",2,"Nederland Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-11,28,46,0,0,0,0,"1","02",2016-01-10,0,45.5,1057.85,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"89",16234,"APPBOSA","Maersk Line A/S","915",2016-02-08,"Barendrecht (NL)",1,"Maersk Nimes","Peru","CA","POLYPACK","MIGROS SWM",2016-01-09,30,49,0,0.00854700854700855,0,0,"0","01",2016-01-03,0.00679488417825132,45.2,1051.65,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"90",16235,"APPBOSA","Maersk Line A/S","2520",2016-02-08,"Barendrecht (NL)",1,"Maersk Nimes","Peru","CA","POLYPACK","MIGROS SWM",2016-01-09,30,44,0.0168067226890756,0,0,0,"0","01",2016-01-03,0.00679488417825132,45.2,1051.65,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"91",16236,"APPBOSA","Maersk Line A/S","2227",2016-02-08,"Barendrecht (NL)",1,"Maersk Nimes","Peru","NO CA","BANAVAC","EKOOKE",2016-01-10,29,46,0,0,0,0,"1","01",2016-01-10,0,45.5,1054.05,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1061.22173913044,0.120536680255323,0.992708874098054
"92",16246,"APOQ","Maersk Line A/S","3107",2016-02-08,"Barendrecht (NL)",1,"Maersk Nimes","Peru","NO CA","BANAVAC","EKOOKE",2016-01-08,31,46,0,0,0,0,"1","01",2016-01-03,0,46.3333333333333,1049.3,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"93",16252,"VDCHIRA","Mediterranean Shipping Company BV","1434",2016-02-08,"Antwerpen (BE)",2,"MSC Leigh","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-13,26,45,0,0,0.010989010989011,0,"1","02",2016-01-10,0,44.625,1063.25,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"94",16253,"VDCHIRA","Mediterranean Shipping Company BV","5541",2016-02-08,"Antwerpen (BE)",2,"MSC Leigh","Peru","NO CA","BANAVAC","EKOOKE",2016-01-11,28,42,0,0,0,0,"1","02",2016-01-10,0,44.625,1057.85,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"95",16255,"VDCHIRA","Mediterranean Shipping Company BV","1540",2016-02-08,"Antwerpen (BE)",2,"MSC Leigh","Peru","NO CA","BANAVAC","EKOOKE",2016-01-12,27,44,0,0,0.0285714285714286,0,"1","02",2016-01-10,0,44.625,1061.05,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"96",16263,"VDCHIRA","Maersk Line A/S","127",2016-02-08,"Barendrecht (NL)",1,"Maersk Nimes","Peru","CA","POLYPACK","MIGROS SWM",2016-01-09,30,49,0.00884955752212389,0,0,0,"0","01",2016-01-03,0.00577471126443678,47,1051.65,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"97",16264,"VDCHIRA","Maersk Line A/S","5602",2016-02-08,"Barendrecht (NL)",1,"Maersk Nimes","Peru","CA","POLYPACK","MIGROS SWM",2016-01-10,29,48,0,0,0,0,"0","01",2016-01-10,0,46,1054.05,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1061.22173913044,0.120536680255323,0.992708874098054
"98",16171,"VDCHIRA","Hapag-Lloyd AG","542",2016-02-10,"Barendrecht (NL)",1,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-07,34,42,0,0,0.019047619047619,0,"1","01",2016-01-03,0.00196078431372549,44.7,1045.35,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1041.91666666667,0.120536680255323,0.992708874098054
"99",16175,"APOQ","Hapag-Lloyd AG","0",2016-02-10,"Barendrecht (NL)",53,"Hansa Asia","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-03,38,47,0,0,0.0434782608695652,0,"1","53",2016-01-03,0,46.3333333333333,1032.6,33.8909090909091,23.5636363636364,66.3636363636364,27.6727272727273,NA,1041.91666666667,0.120536680255323,0.992708874098054
"100",16239,"APPBOSA","Hamburg Sud","929",2016-02-10,"Barendrecht (NL)",2,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-15,26,45,0,0,0,0,"1","02",2016-01-10,0,45.5,1066.1,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"101",16240,"APPBOSA","Hamburg Sud","6033",2016-02-10,"Barendrecht (NL)",2,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-15,26,44,0,0,0,0,"1","02",2016-01-10,0,45.5,1066.1,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"102",16241,"APPBOSA","Hamburg Sud","2850",2016-02-10,"Barendrecht (NL)",2,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-15,26,49,0,0,0,0,"1","02",2016-01-10,0,45.5,1066.1,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"103",16242,"APPBOSA","Hamburg Sud","3801",2016-02-10,"Barendrecht (NL)",2,"Hansa Asia","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-15,26,44,0,0,0,0,"1","02",2016-01-10,0,45.5,1066.1,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"104",16260,"VDCHIRA","Hapag-Lloyd AG","512",2016-02-10,"Barendrecht (NL)",2,"Hansa Asia","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-13,28,47,0,0,0.0208333333333333,0,"1","02",2016-01-10,0,44.625,1063.25,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"105",16261,"VDCHIRA","Hapag-Lloyd AG","1601",2016-02-10,"Barendrecht (NL)",2,"Hansa Asia","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-15,26,43,0,0,0,0,"1","02",2016-01-10,0,44.625,1066.1,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"106",16238,"APPBOSA","Hapag-Lloyd AG","5323",2016-02-11,"Barendrecht (NL)",2,"Bodo Schulte","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-12,30,43,0,0,0,0,"1","02",2016-01-10,0,45.5,1061.05,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"107",16247,"APPBOSA","Hapag-Lloyd AG","5207",2016-02-11,"Barendrecht (NL)",1,"Bodo Schulte","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-10,32,45,0,0,0,0,"1","01",2016-01-10,0,45.5,1054.05,32.9702127659574,23.8659574468085,66.2978723404255,27.4978723404255,NA,1061.22173913044,0.120536680255323,0.992708874098054
"108",16248,"APPBOSA","Hapag-Lloyd AG","3833",2016-02-11,"Barendrecht (NL)",2,"Bodo Schulte","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-11,31,45,0,0,0.0212765957446809,0,"1","02",2016-01-10,0,45.5,1057.85,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"109",16310,"APPBOSA","Hapag-Lloyd AG","1101",2016-02-11,"Barendrecht (NL)",2,"Bodo Schulte","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-14,28,44,0,0,0,0,"1","02",2016-01-10,0,45.5,1064.25,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"110",16311,"APPBOSA","Hapag-Lloyd AG","1903",2016-02-11,"Barendrecht (NL)",2,"Bodo Schulte","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-14,28,46,0,0,0.03,0,"1","02",2016-01-10,0,45.5,1064.25,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"111",16313,"APOQ","Maersk Line A/S","2817",2016-02-15,"Barendrecht (NL)",3,"Nysted Maersk","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-19,27,44,0,0,0,0,"1","03",2016-01-17,0,45.3333333333333,1078.2,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"112",16321,"VDCHIRA","Mediterranean Shipping Company BV","413",2016-02-15,"Antwerpen (BE)",3,"MSC Julia R.","Peru","NO CA","BANAVAC","EKOOKE",2016-01-18,28,44,0,0,0.0202020202020202,0,"1","03",2016-01-17,0,43.6666666666667,1075.7,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"113",16322,"VDCHIRA","Mediterranean Shipping Company BV","623",2016-02-15,"Antwerpen (BE)",3,"MSC Julia R.","Peru","NO CA","BANAVAC","EKOOKE",2016-01-19,27,43,0,0,0.0202020202020202,0.0202020202020202,"1","03",2016-01-17,0,43.6666666666667,1078.2,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"114",16323,"VDCHIRA","Mediterranean Shipping Company BV","5506",2016-02-15,"Antwerpen (BE)",3,"MSC Julia R.","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-18,28,43,0,0,0,0,"1","03",2016-01-17,0,43.6666666666667,1075.7,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"115",16326,"APPBOSA","Seatrade Group N.V.","3830",2016-02-15,"Barendrecht (NL)",3,"Swedish Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-19,27,48,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1078.2,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"116",16329,"APPBOSA","Seatrade Group N.V.","3830",2016-02-15,"Barendrecht (NL)",3,"Swedish Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-19,27,46,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1078.2,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"117",16330,"APPBOSA","Seatrade Group N.V.","3010",2016-02-15,"Barendrecht (NL)",3,"Swedish Reefer","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-20,26,42,0,0,0.01,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1081.1,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"118",16331,"APPBOSA","Maersk Line A/S","1317",2016-02-15,"Barendrecht (NL)",3,"Nysted Maersk","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-18,28,42,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1075.7,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"119",16332,"APPBOSA","Maersk Line A/S","4109",2016-02-15,"Barendrecht (NL)",3,"Nysted Maersk","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-18,28,41,0,0,0.0392156862745098,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1075.7,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"120",16333,"VDCHIRA","Maersk Line A/S","5414",2016-02-15,"Barendrecht (NL)",2,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2016-01-16,30,44,0,0,0,0,"0","02",2016-01-10,0,46,1068.9,32.54,23.776,66.2,27.362,NA,1061.22173913044,0.239315664287558,0.970941817426052
"121",16334,"APPBOSA","Maersk Line A/S","3112",2016-02-15,"Barendrecht (NL)",3,"Nysted Maersk","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-19,27,47,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1078.2,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"122",16335,"VDCHIRA","Maersk Line A/S","1003",2016-02-15,"Barendrecht (NL)",3,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2016-01-18,28,46,0,0,0,0,"0","03",2016-01-17,0,46,1075.7,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"123",16336,"APPBOSA","Maersk Line A/S","2826",2016-02-15,"Barendrecht (NL)",53,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2016-01-03,43,42,0,0,0,0,"0","53",2016-01-03,0.00679488417825132,45.2,1032.6,33.8909090909091,23.5636363636364,66.3636363636364,27.6727272727273,NA,1041.91666666667,0.120536680255323,0.992708874098054
"124",16337,"APPBOSA","Maersk Line A/S","3835",2016-02-15,"Barendrecht (NL)",2,"Nysted Maersk","Peru","CA","POLYPACK","MIGROS SWM",2016-01-17,29,42,0,0.0330578512396694,0.0413223140495868,0,"0","02",2016-01-17,0.0330578512396694,42,1072.85,32.54,23.776,66.2,27.362,NA,1082.79032258065,0.239315664287558,0.970941817426052
"125",16338,"APPBOSA","Maersk Line A/S","1307",2016-02-15,"Barendrecht (NL)",3,"Nysted Maersk","Peru","NO CA","BANAVAC","EKOOKE",2016-01-18,28,44,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1075.7,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"126",16258,"VDCHIRA","Hapag-Lloyd AG","1434",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-20,28,44,0,0,0,0,"1","03",2016-01-17,0,43.6666666666667,1081.1,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"127",16259,"VDCHIRA","Hapag-Lloyd AG","1454",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-20,28,44,0,0,0,0,"1","03",2016-01-17,0,43.6666666666667,1081.1,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"128",16325,"VDCHIRA","Hamburg Sud","131",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-21,27,46,0,0,0,0,"1","03",2016-01-17,0,43.6666666666667,1085.95,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"129",16327,"VDCHIRA","Hamburg Sud","5156",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-21,27,42,0,0,0.00909090909090909,0,"1","03",2016-01-17,0,43.6666666666667,1085.95,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"130",16328,"VDCHIRA","Hamburg Sud","5414",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE ALT",2016-01-22,26,42,0,0,0,0,"1","03",2016-01-17,0,43.6666666666667,1090.8,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"131",16339,"APPBOSA","Hamburg Sud","1706",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE FT",2016-01-22,26,46,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1090.8,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"132",16340,"APPBOSA","Hamburg Sud","1905",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-20,28,44,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1081.1,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"133",16341,"APPBOSA","Hamburg Sud","2834",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-21,27,49,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1085.95,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"134",16342,"APPBOSA","Hamburg Sud","3219",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-21,27,42,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1085.95,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"135",16343,"APPBOSA","Hamburg Sud","5306",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-20,28,42,0.0099009900990099,0,0.0396039603960396,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1081.1,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"136",16344,"APPBOSA","Hamburg Sud","1708",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","BIO BIO TA",2016-01-22,26,44,0,0,0,0,"1","03",2016-01-17,0.00066006600660066,44.6666666666667,1090.8,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"137",16399,"APOQ","Hapag-Lloyd AG","11202",2016-02-17,"Barendrecht (NL)",3,"Bomar Resolute","Peru","NO CA","BANAVAC","EKOOKE",2016-01-21,27,46,0,0,0,0,"1","03",2016-01-17,0,45.3333333333333,1085.95,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"138",16312,"APOQ","Maersk Line A/S","15403",2016-02-22,"Barendrecht (NL)",3,"Maersk Niamey","Peru","NO CA","BANAVAC","EKOOKE",2016-01-21,32,44,0,0,0,0,"1","03",2016-01-17,0,45.3333333333333,1085.95,33.1549019607843,24.1313725490196,64.82,27.9392156862745,NA,1082.79032258065,0.354604887042536,0.935016242685415
"139",16400,"VDCHIRA","Mediterranean Shipping Company BV","5519",2016-02-22,"Antwerpen (BE)",4,"Choapa Trader","Peru","NO CA","BANAVAC","EKOOKE",2016-01-27,26,45,0,0,0,0,"1","04",2016-01-24,0,45.4285714285714,1109.05,32.804,24.684,65.98,28.144,NA,1109.64047619048,0.464723172043769,0.88545602565321
"140",16401,"VDCHIRA","Mediterranean Shipping Company BV","1456",2016-02-22,"Antwerpen (BE)",4,"Choapa Trader","Peru","NO CA","BANAVAC","EKOOKE",2016-01-26,27,42,0,0,0.00980392156862745,0,"1","04",2016-01-24,0,45.4285714285714,1105.4,32.804,24.684,65.98,28.144,NA,1109.64047619048,0.464723172043769,0.88545602565321
